"27253768-56b5-4bd5-9ce3-23171c22974a","MarthaPrice6409hello@duke.edu","YWWK95CDRXKDRUBLCQQH","Martha","Price","6124 Memorial Rd. Tuscaloosa TN"
"e339b1dd-f609-4f0d-971d-191d18c8d86c","FrankOdell7249personal@gmail.com","42S9HU5PU4AB6LYCXUUC","Frank","Odell","8702 Main Rd. Durham NC"
"35d1d431-7fa2-4d25-9bf3-c33e79bacc1c","CarlyMcCarthy5318cvwhifbv@fake.edu","LF7OMCQ6IJRDTYFP6NXT","Carly","McCarthy","1631 Trinity Rd. Austin TX"
"05d6b213-f8c9-4238-baee-0982cf97d5d0","MimiRhys654267890@email.com","P0XOOP46MT8X1M3XP3CL","Mimi","Rhys","7765 South Ln. New York NY"
"4edfc27f-b458-410c-98e0-17824fbb94ef","MarthaChodri942412345@duke.edu","58HI1JSGL04JGR7S70NU","Martha","Chodri","7071 Main Blvd. Tuscaloosa TN"
"44c81242-4920-4cf3-b37e-b44325f34e03","AmeliaChodri921official@fake.edu","UUMLMJCYUFTW5VZPBGWG","Amelia","Chodri","8777 Broad St. Asheboro NC"
"86dc9991-7a0a-483e-a81a-fea59605789c","JulieOdell1365personal@unc.edu","D04Y6H1RQLOJSRSU7CRP","Julie","Odell","5224 Broadway Blvd. Tuscaloosa TN"
"96de3d62-4326-45b4-952d-f463e744afad","JulieWang892412345@email.com","129FVGP8UDLOF9PFJQEW","Julie","Wang","2808 MLK Blvd. Tuscaloosa TN"
"20916711-7109-4454-aae5-c6a07aeb1755","AmeliaSontag1905mailaddress@duke.edu","DJJYEX24Q1G2WZHQYSS9","Amelia","Sontag","6969 US Highway 301 Dr. Tuscaloosa TN"
"742815fd-0a83-414a-ae49-da33afc8d9b2","CarlyPrice1430whocaresemail@aol.com","VFQ7ZMVLCSV18SN2SON0","Carly","Price","9192 US Highway 301 Avn Asheboro NC"
"6805e517-d77e-4c87-a6a4-840d4d3b9934","MimiOdell9172hello@ibm.com","OHLGV1UUNLIWZZ4YANOH","Mimi","Odell","3318 Broad Blvd. Raleigh NC"
"a45e7b47-bcf4-44e5-b09c-efbf7c3a76e4","MarthaChodri7346cvwhifbv@email.com","6G4CXWRAWCUE150OYRVE","Martha","Chodri","2462 US Highway 301 St. Austin TX"
"f0da4b19-e152-4e3d-8743-339f25d0f5c6","LukeWang375212345@fake.edu","CM0JYR9CRQIZBCL5PB4K","Luke","Wang","6466 Maple Circle New York NY"
"2ef515e0-51f1-4e8b-a595-99cfdc620981","LukeMcCarthy6494email@gmail.com","MDRDRB0C0YF08KBZFZ2L","Luke","McCarthy","7004 Broad Dr. Tuscaloosa TN"
"a7f363b9-bf9c-4691-a23e-64e36c7df740","JulieFisher4077personal@duke.edu","WYDX3DQ5QVHIZ7I8B1T2","Julie","Fisher","2352 Broad Circle New York NY"
"b663389c-ee91-41a1-aca3-f258d7395229","CarlyFedorov5209email@protonmail.com","DFKEWESOMZ62FPJJSIYE","Carly","Fedorov","2672 Mystery Circle Austin TX"
"00ead1f6-9f99-4f5c-a51e-5681de250441","AlexandraMcCarthy3404personal@email.com","1O6XZ9BYT62N6M845JZS","Alexandra","McCarthy","5051 South Dr. Fantasyland AB"
"fe49ab8e-e14f-4492-b4de-036d05d03650","MimiSontag4030official@email.com","912S25J6PDEG1RW490B4","Mimi","Sontag","0522 US Highway 301 Dr. Durham NC"
"5c6420fd-9b2f-4ad4-b322-7845e2e17daf","CarlyMcCarthy8960official@unc.edu","KDFESTYT0MOL6OL424Z2","Carly","McCarthy","0530 Mystery Avn Durham NC"
"141cdc2c-739b-4651-8f0e-a3061201734e","MimiWang5064cvwhifbv@unc.edu","115VD8BECTFDQ9VT7FNR","Mimi","Wang","4261 South Circle Gotham NY"
"bffc8d58-c608-4bec-a239-807ab8aff758","MimiRhys582867890@unc.edu","3U9QA81LX4SVS1BMC4I6","Mimi","Rhys","7180 US Highway 301 Blvd. Austin TX"
"22badac2-74e7-4a1b-8c7c-0f1beb1f4536","MarkChodri625mailaddress@fake.edu","YTIKAL2TKRLQTQT1877N","Mark","Chodri","2822 Duke Circle Durham NC"
"c3bfc993-b654-4d50-a115-d4b54d0ee978","JulieRhys9858official@fake.edu","RJX3I4JYOUE3FE997EBP","Julie","Rhys","7549 Broad Crt. Durham NC"
"ed4dd2b6-b1ea-4387-af83-76bbf843e589","JackOdell853767890@unc.edu","31FZ6JB8LIPO6ND2O72T","Jack","Odell","6017 Duke Rd. Durham NC"
"2134ea07-f773-444c-978f-71539dadf361","JackOdell8660personal@unc.edu","E9ZQFHYVVV5W6A09F8L1","Jack","Odell","4251 Main Dr. Fantasyland AB"
"44680d0e-38ec-4390-9a0c-a00c983a2ea3","YokoOdell329112345@email.com","EPUU11WUZUJ6BWEIIBE9","Yoko","Odell","5427 MLK Rd. Tuscaloosa TN"
"009e19fe-a327-48c9-b9e4-d79fe447c3f4","MarkPrice9421personal@aol.com","VG671JQFD2UP2I6UZ4Z0","Mark","Price","3734 Memorial Blvd. Fantasyland AB"
"ff95895f-ad34-46db-abbd-cfaba4881750","AmeliaMcCarthy1563official@gmail.com","6Z0YNEAZFLFTRIFD22WS","Amelia","McCarthy","7116 Main Avn Asheboro NC"
"6595cc0d-9c64-4d44-b249-7cdb03416a41","MarkMcCarthy7935whocaresemail@email.com","OC4KQT31S43GPCMT2QER","Mark","McCarthy","3865 Business Crt. Paris TX"
"8ee33f9c-68e6-4a02-ae5b-5820ef7563cb","AlexandraFisher1104whocaresemail@ibm.com","9V8AMM80BMKZDU7UAYIU","Alexandra","Fisher","3645 Maple Ln. Raleigh NC"
"d1092350-db91-47c4-b4e3-4317fe944ae7","MarkFedorov743personal@ibm.com","E5PFPVPLOERFFF5NEV2B","Mark","Fedorov","0339 Broadway Ln. Gotham NY"
"3c912be3-b9f7-4184-9342-dec4db48e362","AmeliaWang1303hello@unc.edu","3H335J0N7WWUREP8EZGI","Amelia","Wang","1435 MLK St. Paris TX"
"8a08c3d6-cef6-415d-8e9a-2c3126d94875","MarthaWang824167890@unc.edu","ISL5KAP90SY8HY3EUIKI","Martha","Wang","3510 Broadway Circle Asheboro NC"
"1e70e4c5-8002-4137-ab2f-077e51a3af54","JackO'Halloran2520mailaddress@aol.com","D7BYN8ZSQSEE3RVQ1NNW","Jack","O'Halloran","6708 South Dr. Asheboro NC"
"cf20f849-64c2-41aa-9b10-4c1823f1df1c","BrianPrice839112345@email.com","QK3X7X5S0T55VLEESTW4","Brian","Price","1161 Memorial Circle Paris TX"
"42fbd30d-cd1e-49af-a627-91cff8e25f8f","AliceOdell219812345@duke.edu","XMP9WABHC5P3X619NLR9","Alice","Odell","0481 Broad Avn Fantasyland AB"
"448bf716-fee5-402b-bcf1-33c705a89c20","MarkOdell318767890@ibm.com","O0UV13GQKHAYF5SEIXYZ","Mark","Odell","5291 US Highway 301 St. Raleigh NC"
"85035276-1e61-4c25-bc0c-8cfd014a6043","MarthaRhys7608mailaddress@fake.edu","0YJB2I0XGEL3321VOKB5","Martha","Rhys","8453 South Ln. New York NY"
"63fcca95-59cb-4e33-9fa2-0645ffe15ff6","MarkOdell715email@duke.edu","7X8YR6Q2GOPHEQU4JT36","Mark","Odell","1232 US Highway 301 Crt. Gotham NY"
"5335fc7b-7087-4dfc-b750-334b345aad98","MarthaFedorov5601whocaresemail@aol.com","ZJE0URJAKP3DDEBITEAB","Martha","Fedorov","5977 Business Avn Gotham NY"
"972899c9-078d-47ce-9c24-36ba94986a9c","MarkSontag619467890@ibm.com","TXBB4AVCQCN67518KLC1","Mark","Sontag","4544 Broad St. Durham NC"
"a72e5981-c11d-44be-acdf-27d65e33cabf","BrianKing2538mailaddress@unc.edu","MM7LH19B9WVPLDZAEPYQ","Brian","King","7234 Broad Crt. Austin TX"
"0cfb8b5a-4540-4d1f-9d5b-6b1e663d7f1a","AlexandraKing774967890@duke.edu","P3AXFBZW5HABSS21TTQ8","Alexandra","King","0807 MLK Dr. Paris TX"
"9252ada6-5b77-4b81-b347-6e11741d860a","MarkWang644967890@gmail.com","KAZFNI67BOHBNI6JILDP","Mark","Wang","8195 Main Circle Asheboro NC"
"6f2c0559-e181-47fe-a311-3b3bc8aa121e","FrankOgawa6439cvwhifbv@unc.edu","NSJ3T328MRLIU2TTFT0H","Frank","Ogawa","1299 Main Blvd. New York NY"
"cd538f23-9c96-4af9-b262-2c3918772724","MimiMcCarthy2372official@aol.com","UD86NG1DWWXBFMNLFSCG","Mimi","McCarthy","1260 Memorial Rd. Austin TX"
"8fd78711-39f7-46dd-a6e0-c4701a527ce6","AlexandraPrice7701whocaresemail@duke.edu","KDH00RJ0B0BQ3TG7RPQJ","Alexandra","Price","5194 South Ln. Durham NC"
"adb0357a-e158-4968-9567-32cf4cc6f699","BrianChodri7575mailaddress@aol.com","9SUKCA8933QTHI7GX595","Brian","Chodri","0056 Broad Rd. Durham NC"
"f95dab76-dfe6-4706-9ac6-9be1e1c96acf","AliceRhys6634hello@aol.com","WHXXSBE28X6SJUJRJTZS","Alice","Rhys","2540 Business Circle Tuscaloosa TN"
"942804a0-55d5-411e-987d-71cd459823d2","JulieHolzer9370hello@ibm.com","TADSOU3Z5P8NLDOPA1PK","Julie","Holzer","4590 Main Circle Durham NC"
"1ec325a9-6122-4ce6-9842-349c1dccd042","MimiOdell1781whocaresemail@aol.com","9QTYZNZH1F2KXQL88J43","Mimi","Odell","6206 Duke Avn New York NY"
"28fd78ab-0f58-4048-997d-d84fcaa2143f","FrankPrice793312345@ibm.com","37AMK3ED2MMSOJ7ACAY1","Frank","Price","3195 US Highway 301 St. Paris TX"
"a4ab8426-846f-4e90-afd7-605fa5b46dc4","AliceSontag5623hello@fake.edu","DAD6TYGIQUEN6KBGJ2SK","Alice","Sontag","0366 Memorial Dr. Raleigh NC"
"8f1ef697-d149-4482-8e0f-0165aa43c670","AlexandraPrice8203personal@ibm.com","59Q5M7NA5F36YHKFOC4Z","Alexandra","Price","2225 US Highway 301 Crt. New York NY"
"bf65e74e-834f-4936-bfc9-8222b46ac6fa","AmeliaO'Halloran1259whocaresemail@aol.com","HGFZGY8HRU87UMK64PNP","Amelia","O'Halloran","5025 MLK St. Durham NC"
"7ab952e5-a516-41f9-82d3-93d40f8fb941","JackFedorov1690mailaddress@protonmail.com","GN782QW1I68MT5XSAPU9","Jack","Fedorov","7197 Business St. Raleigh NC"
"24cfaab2-1b2a-42cb-95f1-2b729e6a3af9","AmeliaOdell7521mailaddress@gmail.com","J1N7UY8T84X8NHKME202","Amelia","Odell","3198 South Blvd. Tuscaloosa TN"
"5ba9a5c4-1479-4eca-a028-11568da4ba34","AmeliaOgawa1655mailaddress@email.com","HSUR2IN7JT183I86OFEI","Amelia","Ogawa","2220 South Blvd. New York NY"
"84039285-ab69-49ff-8508-ca4d7f535510","AmeliaRhys909512345@ibm.com","2VJI63GKU0JL8Y3UZ5AC","Amelia","Rhys","8200 Main Blvd. Durham NC"
"11c398d6-3d72-4113-a53e-0b5b5639207c","AlexandraPrice275whocaresemail@ibm.com","0V6SLCAKHYQGSOWAYSUS","Alexandra","Price","7515 MLK Circle Gotham NY"
"cb6458a5-742e-49e3-9969-c7983e0f2245","AliceRhys9944cvwhifbv@unc.edu","YNYIOC9LVMRYM1A7W7CY","Alice","Rhys","1752 Mystery Avn Raleigh NC"
"1b83aeaf-ba2d-4c03-81c6-7ec18c688902","CarlyRhys2252personal@duke.edu","C2W2JP2SSRUOEM50N06T","Carly","Rhys","1417 Main Dr. Tuscaloosa TN"
"5ad63f90-71fe-4258-b77a-547deb9f50b7","MarkHolzer1324hello@gmail.com","XA65FOIRC5107YJSUV4N","Mark","Holzer","5273 Broad Avn Durham NC"
"ad441f5e-f31e-44d3-8774-4869981d7406","MimiFisher2771personal@aol.com","DIHMI0DIRJ5I67OPG2WM","Mimi","Fisher","3767 US Highway 301 Crt. Asheboro NC"
"51898514-15be-48fd-acbb-79bce03d34a1","AmeliaPrice4738cvwhifbv@duke.edu","EH3YFEE77FE76OQ7H6FN","Amelia","Price","5586 Broad St. Durham NC"
"b842f48a-a373-45d1-8b76-8f86b16ae8f9","AmeliaKing9123hello@email.com","8AO04VZR0GTC2YO7QJIF","Amelia","King","7736 Trinity Circle Tuscaloosa TN"
"480cc4a8-e7b7-4fd1-b5d3-08e72d658edb","MimiHolzer6240whocaresemail@email.com","818VO9YQDFGIAL1E7OYV","Mimi","Holzer","9686 Maple Crt. New York NY"
"618a73d8-1939-44da-9940-65956e80f96c","MarthaFedorov8992personal@fake.edu","TDX6JMZSDSMS3UI26EA2","Martha","Fedorov","9487 Broad Circle Tuscaloosa TN"
"ac3daa56-3cca-4fb3-8891-1fb2c6162de3","JackKing242367890@protonmail.com","3UPB6CS6JZ6LUKVOXA4G","Jack","King","2844 Main Circle New York NY"
"31796f28-5ca8-4a47-9d65-621d862a340e","YokoChodri9284email@duke.edu","ZYREDZLZZ9MZ7PKWTFI3","Yoko","Chodri","0411 Business Avn Raleigh NC"
"7cb88c1e-2c76-435f-a645-4ef55615dd88","BrianPrice5642email@email.com","9R4GM1L4MDQWB86DG97H","Brian","Price","7092 US Highway 301 Blvd. Gotham NY"
"f2b3e608-3483-4e83-96d6-d14986a942b9","AmeliaWang2199whocaresemail@fake.edu","MME5QNVP3G6DJ3MFWSAP","Amelia","Wang","0132 Main Dr. Raleigh NC"
"6296b0dc-4732-4190-b9b7-1ab0a43ef8d5","YokoKing13212345@duke.edu","X0EOOO5IV10NPKUTTBB0","Yoko","King","5443 Broadway St. Gotham NY"
